studied_credits,num_of_prev_attempts,highest_education,avg_score,total_assessments,target
120,0,0,68.0,7.0,0
90,0,0,77.92307692307692,13.0,0
60,0,2,50.0,7.0,0
90,0,0,84.0,1.0,1
60,1,1,45.0,5.0,1
180,1,2,45.6,5.0,1
60,0,0,85.57142857142857,7.0,0
60,0,2,20.0,1.0,1
60,0,0,81.28571428571429,7.0,0
120,1,0,57.0,1.0,1
60,0,2,90.28571428571428,7.0,0
60,0,2,80.5,2.0,1
60,0,2,65.71428571428571,7.0,0
120,1,2,46.36842105263158,19.0,1
60,0,0,62.16666666666666,6.0,0
60,1,2,56.76923076923077,13.0,1
60,0,1,72.42857142857143,7.0,0
60,0,2,40.833333333333336,6.0,1
60,0,2,0.0,0.0,1
120,0,0,85.14285714285714,7.0,0
90,1,0,72.55555555555556,9.0,0
120,0,0,75.66666666666667,3.0,1
60,0,0,41.0,2.0,1
60,1,4,89.75,16.0,1
60,0,2,96.75,4.0,1
60,1,0,57.0625,16.0,1
60,0,2,68.6,5.0,0
120,0,2,61.85714285714285,7.0,1
90,0,2,57.0,14.0,0
60,0,2,60.285714285714285,7.0,0
60,0,0,80.07692307692308,13.0,0
60,0,2,65.75,4.0,1
120,1,0,0.0,0.0,1
60,0,0,40.57142857142857,7.0,1
60,0,2,33.0,2.0,1
120,0,0,88.57142857142857,7.0,1
90,1,2,0.0,0.0,1
60,0,1,52.42857142857143,7.0,1
60,0,2,83.57142857142857,7.0,0
120,0,0,80.0,5.0,0
60,0,2,90.42857142857144,7.0,0
240,0,0,70.14285714285714,7.0,0
90,0,4,0.0,0.0,1
120,0,0,92.5,12.0,0
60,0,2,87.71428571428571,7.0,0
60,0,2,0.0,0.0,1
60,0,0,91.875,16.0,0
60,0,2,64.5,2.0,1
210,0,2,0.0,0.0,1
60,0,0,61.71428571428572,7.0,0
60,0,0,89.85714285714286,7.0,0
60,1,2,60.0,17.0,0
60,0,0,91.14285714285714,7.0,0
120,0,2,25.5,4.0,1
180,0,0,0.0,0.0,1
240,0,0,0.0,0.0,1
60,0,2,43.4,5.0,1
60,0,0,52.71428571428572,7.0,1
120,0,0,79.57142857142857,7.0,0
60,0,0,45.2,5.0,1
220,0,2,0.0,0.0,1
60,1,0,0.0,0.0,1
60,0,2,0.0,0.0,1
60,0,0,47.91666666666666,12.0,1
60,0,2,79.0,7.0,0
120,0,1,80.28571428571429,7.0,1
120,0,2,0.0,0.0,1
60,0,0,76.25,4.0,1
120,1,2,83.3,10.0,1
60,0,2,84.25,4.0,1
60,0,0,86.85714285714286,7.0,0
60,0,0,55.57142857142857,7.0,0
60,0,0,73.42857142857143,7.0,0
150,0,0,62.6,5.0,1
60,0,0,0.0,0.0,1
60,0,0,69.14285714285714,7.0,0
120,0,0,39.66666666666666,3.0,1
60,0,2,75.33333333333333,3.0,1
120,1,0,68.28571428571429,7.0,0
60,1,1,55.71428571428572,7.0,0
60,0,2,54.0,7.0,1
120,0,0,84.85714285714286,7.0,0
120,0,1,42.5,2.0,1
60,0,0,79.71428571428571,7.0,0
120,0,1,87.28571428571429,7.0,0
120,0,1,91.0,6.0,0
60,0,0,66.8,10.0,0
60,0,0,76.0,1.0,1
60,0,0,70.5625,16.0,0
60,0,0,48.142857142857146,7.0,1
60,0,1,88.71428571428571,7.0,0
60,0,2,66.25,16.0,0
120,0,0,24.0,1.0,1
60,0,2,88.875,16.0,0
60,0,0,70.71428571428571,7.0,0
120,1,2,82.15,20.0,0
60,0,1,93.85714285714286,7.0,0
60,0,0,77.5,6.0,0
120,0,0,92.14285714285714,7.0,0
120,0,0,43.0,3.0,1
60,0,0,96.0,7.0,0
60,0,0,52.8,5.0,1
60,0,2,81.0,7.0,0
120,0,0,67.13333333333334,15.0,1
60,0,0,0.0,0.0,1
60,0,0,24.2,5.0,1
60,0,0,0.0,0.0,1
90,0,0,62.16666666666666,6.0,0
90,0,2,48.4,5.0,1
120,0,0,0.0,0.0,1
60,0,2,0.0,0.0,1
90,0,3,49.333333333333336,3.0,1
120,0,0,87.28571428571429,7.0,0
180,0,0,0.0,0.0,1
120,0,2,25.0,1.0,1
60,0,1,91.75,16.0,0
120,0,2,0.0,0.0,1
60,0,2,87.83333333333333,6.0,0
60,0,2,41.333333333333336,3.0,1
90,0,2,75.4,5.0,1
90,0,0,65.15384615384616,13.0,0
75,0,2,70.0,5.0,1
60,0,0,72.25,4.0,1
90,0,1,37.833333333333336,6.0,1
60,0,2,88.71428571428571,7.0,0
60,0,2,70.73333333333333,15.0,0
120,0,2,69.0,1.0,1
60,0,0,57.42857142857143,7.0,0
60,0,0,72.0,1.0,1
60,0,2,71.0,6.0,0
60,0,2,57.66666666666666,6.0,0
90,0,0,44.57142857142857,7.0,1
60,0,2,84.71428571428571,7.0,0
60,0,0,0.0,0.0,1
60,0,2,60.0,9.0,1
120,0,0,54.125,16.0,0
120,0,0,45.42857142857143,7.0,1
60,0,0,0.0,0.0,1
120,0,0,58.833333333333336,6.0,1
90,0,1,84.25,4.0,1
90,0,1,0.0,0.0,1
90,0,1,0.0,0.0,1
60,0,2,0.0,0.0,1
90,0,2,88.625,16.0,0
60,0,1,82.42857142857143,7.0,0
120,0,0,76.71428571428571,7.0,0
60,0,0,0.0,0.0,1
90,0,0,0.0,0.0,1
60,0,0,74.5,6.0,0
60,0,2,82.21428571428571,14.0,0
60,0,2,68.57142857142857,7.0,0
210,0,2,68.9,10.0,0
60,0,0,51.333333333333336,6.0,1
60,0,0,0.0,0.0,1
120,0,2,0.0,0.0,1
60,0,2,26.4,5.0,1
60,0,2,84.0,7.0,0
120,0,2,72.28571428571429,7.0,0
150,0,2,0.0,0.0,1
60,0,2,0.0,0.0,1
60,0,0,82.28571428571429,7.0,0
60,0,0,91.0,2.0,1
60,0,2,0.0,0.0,1
60,0,2,79.28571428571429,7.0,0
60,0,0,41.0,1.0,1
60,0,0,63.5,4.0,1
60,0,0,63.0,3.0,1
90,0,0,91.25,16.0,0
120,0,0,73.57142857142857,7.0,0
60,0,2,40.85714285714285,7.0,1
120,0,1,0.0,0.0,1
120,0,0,63.2,5.0,1
90,0,1,0.0,0.0,1
150,0,0,74.57142857142857,7.0,0
120,0,0,69.42857142857143,7.0,0
165,0,0,71.42857142857143,7.0,0
60,0,0,55.142857142857146,7.0,0
60,0,1,0.0,0.0,1
120,0,2,0.0,0.0,1
60,0,1,80.14285714285714,7.0,0
70,0,0,91.85714285714286,7.0,0
60,0,0,65.71428571428571,7.0,0
120,0,0,80.875,8.0,0
120,0,0,69.33333333333333,6.0,0
90,0,0,68.0625,16.0,0
120,0,0,77.57142857142857,7.0,0
195,0,2,54.42857142857143,7.0,1
120,0,2,79.0,1.0,1
60,0,2,58.266666666666666,15.0,0
60,0,0,76.14285714285714,7.0,0
60,0,0,77.5,2.0,1
120,0,0,72.71428571428571,7.0,0
60,0,1,77.57142857142857,7.0,0
120,0,0,57.833333333333336,6.0,1
120,0,0,0.0,0.0,1
60,0,2,57.16666666666666,6.0,1
60,0,3,86.6,15.0,0
120,0,0,88.35714285714286,14.0,0
90,0,0,74.53846153846153,13.0,0
60,0,1,90.0,16.0,0
90,0,3,51.25,4.0,1
60,0,2,82.57142857142857,7.0,0
120,0,0,0.0,0.0,1
60,0,2,82.85714285714286,7.0,0
120,0,0,71.0,1.0,1
60,0,2,0.0,0.0,1
120,0,2,0.0,0.0,1
120,0,0,63.0,1.0,1
60,0,0,83.14285714285714,7.0,0
150,0,2,64.53846153846153,13.0,0
120,0,2,63.57142857142857,7.0,0
120,0,0,64.66666666666667,3.0,1
60,0,2,73.28571428571429,7.0,0
120,0,0,75.57142857142857,7.0,1
60,0,0,69.14285714285714,7.0,0
60,0,0,88.0,7.0,0
120,0,0,44.642857142857146,14.0,0
60,0,0,81.21428571428571,14.0,0
120,0,0,76.0,3.0,1
60,0,1,82.42857142857143,7.0,0
90,0,0,56.333333333333336,6.0,1
60,0,0,0.0,0.0,1
60,0,2,0.0,0.0,1
150,0,2,57.5,4.0,1
150,0,2,0.0,0.0,1
60,0,0,68.28571428571429,7.0,1
120,0,0,73.14285714285714,7.0,0
120,0,0,80.14285714285714,7.0,0
120,0,0,0.0,0.0,1
120,0,2,60.57142857142857,7.0,0
60,0,2,83.33333333333333,12.0,0
120,0,2,28.0,1.0,1
120,0,0,71.0,5.0,0
120,0,2,75.71428571428571,7.0,0
60,0,0,76.42857142857143,7.0,0
90,0,0,89.25,16.0,0
60,0,2,83.4,15.0,0
60,0,0,43.07692307692308,13.0,1
60,0,0,0.0,0.0,1
120,0,0,48.0,1.0,1
120,0,0,71.0,3.0,1
60,0,0,58.16666666666666,6.0,0
120,0,1,85.0,2.0,1
210,0,0,0.0,0.0,1
120,0,2,0.0,0.0,1
120,0,2,45.8,10.0,0
120,0,2,0.0,0.0,1
60,0,2,61.833333333333336,6.0,1
120,0,0,76.28571428571429,7.0,1
60,0,2,64.4,5.0,0
210,0,1,0.0,0.0,1
60,0,2,62.0,1.0,1
120,0,0,65.57142857142857,7.0,0
60,0,0,61.5,6.0,0
240,0,0,0.0,0.0,1
60,0,0,0.0,0.0,1
60,0,1,89.14285714285714,7.0,0
60,0,0,59.142857142857146,7.0,0
120,0,2,63.85714285714285,7.0,0
60,0,2,62.5,4.0,1
60,0,2,0.0,0.0,1
60,0,0,88.35714285714286,14.0,0
60,0,0,69.25,4.0,1
60,0,0,81.85714285714286,7.0,0
120,0,0,43.8,5.0,1
120,0,0,43.71428571428572,7.0,1
60,0,2,39.0,1.0,1
60,0,0,0.0,0.0,1
60,0,2,92.375,16.0,0
60,0,0,66.83333333333333,12.0,0
60,0,0,0.0,0.0,1
60,0,2,36.85714285714285,7.0,1
120,0,0,53.85714285714285,7.0,1
60,0,1,78.71428571428571,7.0,0
60,0,2,0.0,0.0,1
60,0,2,76.0,4.0,1
60,0,0,80.28571428571429,7.0,0
60,0,1,91.14285714285714,7.0,0
60,0,0,87.28571428571429,7.0,0
60,0,0,58.142857142857146,7.0,0
60,0,2,45.5,2.0,1
60,0,2,74.71428571428571,7.0,0
120,0,1,0.0,0.0,1
120,0,1,52.0,1.0,1
60,0,1,89.28571428571429,7.0,0
120,0,1,86.2,5.0,0
60,0,0,84.57142857142857,7.0,0
120,0,0,73.33333333333333,6.0,1
60,0,2,67.25,16.0,0
120,0,2,0.0,0.0,1
90,0,0,81.125,16.0,0
60,0,2,57.6,5.0,1
180,0,1,58.57142857142857,7.0,1
60,0,0,55.5,2.0,1
60,0,0,0.0,0.0,1
60,0,0,0.0,0.0,1
60,0,2,0.0,0.0,1
90,0,0,77.14285714285714,7.0,0
120,0,2,51.0,2.0,1
60,0,1,0.0,0.0,1
60,0,0,67.93333333333334,15.0,0
75,0,0,93.625,16.0,0
120,0,0,67.2,5.0,1
60,0,2,47.0,7.0,1
120,0,0,92.625,16.0,0
120,0,0,91.6923076923077,13.0,0
90,0,1,90.875,16.0,0
60,0,0,49.0,1.0,1
120,0,2,73.4,5.0,0
60,0,2,84.0,7.0,0
120,0,1,66.14285714285714,7.0,1
90,0,1,87.0,7.0,0
90,0,1,88.1875,16.0,0
60,0,0,57.0,7.0,0
120,0,0,91.0,12.0,1
90,0,2,34.0,1.0,1
90,0,2,60.0,1.0,1
60,0,1,86.5625,16.0,0
120,0,2,0.0,0.0,1
120,0,1,78.53333333333333,15.0,0
60,0,0,77.42857142857143,7.0,0
60,0,1,0.0,0.0,1
60,0,2,41.5,4.0,1
90,0,0,62.9,10.0,1
90,0,2,55.15384615384615,13.0,1
120,0,0,0.0,0.0,1
60,0,0,0.0,0.0,1
60,0,2,67.8,10.0,1
60,0,2,0.0,0.0,1
120,0,2,32.666666666666664,3.0,1
60,0,1,0.0,0.0,1
60,0,0,74.28571428571429,7.0,0
60,0,2,58.44444444444444,9.0,1
60,0,2,0.0,0.0,1
90,0,0,73.42857142857143,7.0,0
60,0,0,53.16666666666666,6.0,0
180,0,0,55.2,10.0,0
90,0,0,79.6875,16.0,0
60,0,2,88.14285714285714,7.0,0
90,0,2,82.71428571428571,7.0,0
60,0,1,85.42857142857143,7.0,0
90,0,0,87.28571428571429,7.0,0
60,0,2,28.666666666666668,3.0,1
60,0,0,75.83333333333333,6.0,0
75,0,2,70.0,2.0,1
60,0,2,81.125,8.0,0
60,0,1,87.57142857142857,7.0,0
90,0,2,67.0,8.0,1
90,0,0,66.66666666666667,6.0,1
60,0,0,77.0,7.0,0
120,0,0,71.83333333333333,6.0,0
90,0,0,58.42857142857143,7.0,0
120,0,2,87.14285714285714,7.0,0
60,0,1,70.0,1.0,1
60,0,2,71.14285714285714,7.0,0
180,0,0,64.5,6.0,0
60,0,0,55.0,4.0,1
120,0,2,0.0,0.0,1
60,0,1,61.71428571428572,7.0,0
60,0,0,61.0,2.0,1
60,0,0,87.875,16.0,0
60,0,0,71.8125,16.0,0
120,0,2,69.0,2.0,1
60,0,0,41.142857142857146,7.0,1
60,0,0,0.0,0.0,1
120,0,1,65.0,1.0,1
90,0,0,86.26666666666667,15.0,0
240,0,2,0.0,0.0,1
60,0,1,81.85714285714286,7.0,0
180,0,0,73.85714285714286,7.0,1
60,0,0,83.71428571428571,7.0,0
60,0,0,63.0,1.0,1
90,0,1,0.0,0.0,1
180,0,1,50.71428571428572,7.0,0
120,0,2,45.0,1.0,1
60,0,0,70.33333333333333,3.0,1
60,0,2,70.0,1.0,1
60,0,2,0.0,0.0,1
60,0,2,75.75,4.0,1
60,0,0,76.875,16.0,0
60,0,0,74.0,5.0,1
60,0,0,83.85714285714286,7.0,0
60,0,0,69.14285714285714,7.0,0
60,0,0,74.71428571428571,7.0,0
120,0,2,73.14285714285714,7.0,1
60,0,0,52.5,2.0,1
90,0,2,80.375,16.0,0
120,0,2,56.0,7.0,1
120,0,2,0.0,0.0,1
60,0,2,73.33333333333333,3.0,1
120,0,2,0.0,0.0,1
195,0,2,83.42857142857143,7.0,0
120,0,0,76.5,4.0,1
120,0,0,0.0,0.0,1
60,0,2,70.0,6.0,1
60,0,0,89.8125,16.0,0
120,0,2,81.0,1.0,1
300,0,0,0.0,0.0,1
70,0,0,78.83333333333333,6.0,0
60,0,0,66.14285714285714,7.0,0
120,0,2,0.0,0.0,1
60,0,2,0.0,0.0,1
60,0,0,55.285714285714285,7.0,1
120,0,2,62.0,13.0,1
60,0,2,66.85714285714286,7.0,0
60,0,0,75.85714285714286,7.0,0
60,0,2,79.71428571428571,7.0,0
150,0,0,56.75,8.0,1
180,0,2,37.0,1.0,1
120,0,0,51.142857142857146,7.0,0
120,0,0,71.85714285714286,7.0,0
150,0,0,0.0,0.0,1
120,0,0,44.0,5.0,1
120,0,0,80.71428571428571,7.0,0
90,0,0,42.0,1.0,1
60,0,1,61.833333333333336,6.0,0
120,0,2,0.0,0.0,1
60,0,2,0.0,0.0,1
120,0,0,66.2,5.0,1
120,0,0,65.0,5.0,1
120,0,1,0.0,0.0,1
120,0,2,0.0,0.0,1
120,0,0,76.14285714285714,7.0,0
120,0,0,0.0,0.0,1
90,0,1,72.6,5.0,0
120,0,0,41.833333333333336,6.0,1
60,0,0,0.0,0.0,1
120,0,2,78.57142857142857,7.0,0
60,0,0,75.5,16.0,0
60,0,1,74.25,16.0,0
60,0,0,58.0,4.0,1
60,0,0,42.66666666666666,6.0,1
60,0,0,80.57142857142857,7.0,0
60,0,0,54.42857142857143,14.0,1
210,0,2,0.0,0.0,1
60,0,0,70.2,10.0,0
120,0,2,24.0,1.0,1
120,0,2,0.0,0.0,1
90,0,0,96.28571428571428,14.0,0
120,0,0,0.0,0.0,1
60,0,2,89.55555555555556,9.0,1
60,0,2,70.75,4.0,1
60,0,2,56.85714285714285,7.0,1
60,0,1,84.71428571428571,7.0,0
60,0,0,87.42857142857143,7.0,0
120,0,1,86.57142857142857,7.0,0
60,0,2,0.0,0.0,1
60,0,2,78.25,4.0,1
60,0,0,89.33333333333333,15.0,0
120,0,0,53.66666666666666,9.0,0
60,0,0,0.0,0.0,1
60,0,1,61.77777777777778,9.0,0
60,0,2,71.0,2.0,1
60,0,1,48.833333333333336,6.0,1
60,0,2,70.0,1.0,1
60,0,2,60.8125,16.0,0
60,0,1,88.33333333333333,6.0,0
60,0,0,0.0,0.0,1
120,0,2,71.28571428571429,7.0,0
120,0,2,0.0,0.0,1
60,0,2,77.42857142857143,7.0,0
60,0,2,56.0,1.0,1
60,0,2,0.0,0.0,1
120,0,1,0.0,0.0,1
120,0,0,0.0,0.0,1
60,0,0,0.0,0.0,1
180,0,0,42.625,8.0,1
60,0,0,69.11111111111111,9.0,0
120,0,0,84.66666666666667,6.0,0
60,0,0,84.71428571428571,7.0,0
60,0,1,75.0,1.0,1
60,0,0,86.25,12.0,0
60,0,0,80.14285714285714,7.0,0
60,0,0,85.0,7.0,0
60,0,0,51.333333333333336,6.0,1
60,0,0,88.36363636363636,11.0,0
60,0,0,0.0,0.0,1
60,0,0,77.66666666666667,6.0,0
90,0,2,51.125,16.0,0
60,0,0,0.0,0.0,1
60,0,2,77.66666666666667,6.0,0
60,0,1,77.14285714285714,7.0,0
90,0,2,65.8,15.0,0
90,0,2,63.125,8.0,1
60,0,0,77.0,16.0,0
180,0,0,0.0,0.0,1
60,0,1,74.92307692307692,13.0,0
60,0,0,49.0,1.0,1
60,0,0,94.0,7.0,0
60,0,0,53.5,8.0,0
60,0,0,72.76923076923077,13.0,0
120,0,1,0.0,0.0,1
150,0,0,89.5,16.0,0
120,0,0,0.0,0.0,1
60,0,1,71.625,8.0,0
120,0,0,80.85714285714286,7.0,0
120,0,0,79.66666666666667,6.0,1
60,0,0,0.0,0.0,1
120,0,0,74.28571428571429,7.0,0
60,0,2,61.0,2.0,1
120,0,0,0.0,0.0,1
60,0,1,81.57142857142857,7.0,0
120,0,2,0.0,0.0,1
60,0,0,74.14285714285714,7.0,0
60,0,2,78.42857142857143,7.0,0
120,0,0,70.42857142857143,7.0,0
120,0,0,62.85714285714285,7.0,0
120,0,2,62.5,2.0,1
90,0,0,56.66666666666666,3.0,1
60,0,0,45.66666666666666,6.0,1
60,0,2,0.0,0.0,1
60,0,0,66.42857142857143,7.0,0
60,0,2,64.28571428571429,7.0,0
90,0,2,66.0,1.0,1
60,0,2,85.3076923076923,13.0,0
180,0,2,53.0,7.0,1
60,0,2,0.0,0.0,1
60,0,0,0.0,0.0,1
60,0,0,0.0,0.0,1
60,0,2,43.0,1.0,1
60,0,0,0.0,0.0,1
60,0,0,79.85714285714286,7.0,0
60,0,0,71.0625,16.0,0
60,0,0,17.0,1.0,1
90,0,2,0.0,0.0,1
90,0,0,81.57142857142857,7.0,0
60,0,0,0.0,0.0,1
60,0,1,51.57142857142857,7.0,0
120,0,0,94.42857142857144,7.0,1
60,0,3,63.36363636363637,11.0,0
120,0,0,85.57142857142857,7.0,1
120,0,1,85.14285714285714,7.0,0
60,0,2,67.66666666666667,3.0,1
120,0,0,34.0,2.0,1
90,0,2,0.0,0.0,1
120,0,1,67.375,8.0,1
120,0,2,45.71428571428572,7.0,1
120,0,2,52.5,12.0,1
90,0,0,87.6,5.0,1
60,0,2,0.0,0.0,1
60,0,0,84.42857142857143,7.0,0
60,0,0,62.0,2.0,1
60,0,2,91.0,7.0,0
120,0,0,50.42857142857143,7.0,0
120,0,0,56.57142857142857,7.0,0
60,0,1,84.6875,16.0,0
60,0,2,72.85714285714286,7.0,0
120,0,2,68.0,1.0,1
120,0,2,66.0,1.0,1
60,0,1,68.0,1.0,1
120,0,2,0.0,0.0,1
120,0,0,67.5,2.0,1
60,0,0,76.875,16.0,0
60,0,1,0.0,0.0,1
90,0,2,64.78947368421052,19.0,0
60,0,1,0.0,0.0,1
60,0,1,81.0,7.0,0
120,0,0,61.142857142857146,7.0,0
120,0,0,0.0,1.0,1
60,0,1,0.0,0.0,1
120,0,2,60.833333333333336,6.0,0
60,0,2,71.57142857142857,7.0,0
90,0,2,0.0,0.0,1
90,0,0,76.75,12.0,0
120,0,0,89.85714285714286,7.0,0
60,0,0,81.4,10.0,0
120,0,2,0.0,0.0,1
60,0,0,75.66666666666667,3.0,1
60,0,2,0.0,0.0,1
60,0,0,0.0,0.0,1
60,0,0,71.5,8.0,0
60,0,0,0.0,0.0,1
120,0,0,77.57142857142857,14.0,0
60,0,2,36.25,4.0,1
60,0,2,58.71428571428572,7.0,0
240,0,0,56.22222222222222,9.0,1
150,0,2,68.0,1.0,1
90,0,2,43.0,2.0,1
60,0,0,82.85714285714286,7.0,0
120,0,0,55.642857142857146,14.0,1
90,0,2,75.71428571428571,7.0,0
90,0,0,84.85714285714286,7.0,0
90,0,0,69.8,5.0,0
60,0,2,0.0,0.0,1
120,0,0,80.75,4.0,1
120,0,0,59.4,5.0,1
120,0,1,34.666666666666664,6.0,1
120,0,3,83.57142857142857,7.0,0
120,0,0,76.33333333333333,6.0,1
120,0,2,43.0,6.0,1
90,0,2,59.333333333333336,15.0,0
60,0,2,89.71428571428571,7.0,0
60,0,0,0.0,0.0,1
60,0,2,0.0,0.0,1
60,0,0,69.8,5.0,1
90,0,0,0.0,0.0,1
60,0,2,60.333333333333336,6.0,0
60,0,0,79.42857142857143,7.0,0
60,0,0,53.0,1.0,1
90,0,0,47.57142857142857,7.0,0
120,0,0,93.28571428571428,7.0,0
120,0,0,49.333333333333336,9.0,1
60,0,0,68.125,16.0,0
60,0,0,44.71428571428572,7.0,1
90,0,0,64.125,16.0,0
120,0,0,59.375,8.0,0
60,0,0,55.5,6.0,0
210,0,0,0.0,0.0,1
60,0,2,0.0,0.0,1
120,0,0,0.0,0.0,1
120,0,1,71.28571428571429,7.0,1
60,0,0,44.0,2.0,1
120,0,0,62.1875,16.0,0
90,0,0,79.57142857142857,7.0,0
60,0,0,69.28571428571429,7.0,0
60,0,2,59.833333333333336,6.0,1
60,0,0,53.71428571428572,7.0,1
60,0,1,85.83333333333333,6.0,0
120,0,2,82.2,5.0,1
60,0,0,63.285714285714285,7.0,1
60,0,0,49.0,7.0,0
60,0,1,0.0,0.0,1
60,0,2,0.0,0.0,1
60,0,0,77.33333333333333,6.0,0
90,0,2,80.0,5.0,1
60,1,2,85.54545454545455,11.0,1
60,0,1,0.0,0.0,1
90,0,0,58.06666666666667,15.0,0
60,0,0,82.125,16.0,0
90,0,0,76.0,16.0,0
180,0,0,0.0,0.0,1
60,0,2,0.0,0.0,1
150,0,0,0.0,0.0,1
120,0,0,64.6,5.0,1
60,0,0,52.66666666666666,6.0,0
90,0,0,0.0,0.0,1
60,0,0,86.6875,16.0,0
90,0,0,70.14285714285714,14.0,0
60,0,1,90.57142857142856,7.0,0
60,0,0,66.625,16.0,0
60,0,2,0.0,0.0,1
60,0,0,0.0,0.0,1
90,0,0,0.0,0.0,1
120,0,2,70.16666666666667,6.0,0
90,0,0,0.0,0.0,1
120,0,2,80.0,7.0,0
60,0,0,79.28571428571429,7.0,0
60,0,3,12.5,2.0,1
90,0,2,0.0,0.0,1
60,0,0,87.8125,16.0,0
130,0,2,51.0,7.0,0
90,0,1,83.0,7.0,0
60,0,0,0.0,0.0,1
60,0,0,91.16666666666669,6.0,0
60,0,0,79.0,7.0,0
60,0,1,80.42857142857143,7.0,0
60,0,0,65.14285714285714,7.0,0
60,0,2,32.0,1.0,1
120,0,0,67.0,2.0,1
120,0,0,84.28571428571429,7.0,0
60,0,0,51.0,1.0,1
120,0,4,0.0,0.0,1
60,0,0,80.75,12.0,0
120,0,0,76.28571428571429,7.0,0
60,0,0,43.5,12.0,1
60,0,1,89.14285714285714,7.0,0
60,0,0,0.0,0.0,1
60,0,1,84.71428571428571,7.0,0
60,0,2,86.71428571428571,14.0,0
60,0,1,0.0,0.0,1
120,0,2,42.142857142857146,7.0,1
90,0,2,90.625,16.0,0
120,0,2,0.0,0.0,1
60,0,0,78.85714285714286,7.0,0
120,0,2,65.85714285714286,7.0,0
60,0,1,85.0,7.0,0
60,0,2,0.0,0.0,1
60,0,0,86.0,16.0,0
90,0,2,66.0,7.0,0
60,0,0,81.33333333333333,15.0,0
120,0,2,56.0,7.0,0
60,0,2,48.0,1.0,1
60,0,2,0.0,0.0,1
60,0,2,77.28571428571429,7.0,0
120,0,2,0.0,0.0,1
150,0,1,71.85714285714286,7.0,0
60,0,0,89.0,7.0,0
60,0,1,62.85714285714285,7.0,0
90,0,2,34.0,1.0,1
150,0,1,73.0,2.0,1
120,0,2,0.0,0.0,1
60,0,0,0.0,0.0,1
60,0,2,32.0,2.0,1
120,0,0,74.0,7.0,0
60,0,1,77.4,5.0,0
60,0,2,33.0,1.0,1
60,0,0,85.0,2.0,1
120,0,0,79.0,7.0,1
120,0,0,58.0,6.0,0
120,0,0,0.0,0.0,1
120,0,0,74.14285714285714,7.0,0
60,0,0,90.0625,16.0,0
90,0,0,63.1,10.0,1
60,0,2,63.85714285714285,7.0,0
90,0,2,0.0,0.0,1
60,0,2,52.57142857142857,7.0,0
60,0,2,87.85714285714286,7.0,0
120,0,2,0.0,0.0,1
120,0,0,66.5,6.0,0
60,0,2,68.0,3.0,1
120,0,2,89.71428571428571,7.0,0
60,0,1,87.0,7.0,0
180,0,0,0.0,0.0,1
60,0,2,80.58333333333333,12.0,0
60,0,2,84.85714285714286,7.0,0
60,0,0,0.0,0.0,1
90,0,1,0.0,0.0,1
120,0,2,46.16666666666666,6.0,1
60,0,0,56.16666666666666,6.0,1
90,0,2,66.5,4.0,1
60,0,0,83.0,7.0,0
60,0,0,62.2,5.0,1
60,0,0,54.0,5.0,1
120,0,2,56.85714285714285,7.0,0
60,0,0,77.1875,16.0,0
60,0,2,84.42857142857143,7.0,0
120,0,2,0.0,0.0,1
60,0,0,87.33333333333333,3.0,1
60,0,1,40.6,5.0,1
90,0,0,60.42857142857143,7.0,0
60,0,2,27.0,1.0,1
120,0,0,75.0,5.0,0
60,0,0,0.0,0.0,1
90,0,2,55.85714285714285,7.0,1
60,0,2,51.57142857142857,7.0,1
60,0,0,73.07692307692308,13.0,0
90,0,0,77.5,6.0,0
210,0,0,0.0,0.0,1
150,0,2,67.85714285714286,7.0,0
60,0,2,70.28571428571429,7.0,0
120,0,0,73.53846153846153,13.0,1
60,0,0,67.42857142857143,7.0,0
60,0,0,79.57142857142857,7.0,0
90,0,1,0.0,0.0,1
60,0,2,0.0,0.0,1
120,0,0,59.0,1.0,1
60,0,0,73.57142857142857,7.0,0
120,0,0,0.0,0.0,1
60,0,2,0.0,0.0,1
120,0,2,70.0,2.0,1
60,0,0,52.85714285714285,7.0,1
60,0,0,78.71428571428571,7.0,0
60,0,1,90.5,8.0,0
90,0,2,81.4375,16.0,0
120,0,0,0.0,0.0,1
60,0,1,89.0,7.0,0
60,0,1,74.3076923076923,13.0,0
60,0,0,0.0,0.0,1
120,0,0,80.88888888888889,9.0,1
60,0,0,93.21428571428572,14.0,0
60,0,0,73.5,4.0,1
60,0,0,49.57142857142857,7.0,0
180,0,1,42.71428571428572,7.0,1
90,0,0,69.0,1.0,1
60,0,1,88.14285714285714,7.0,0
120,0,0,0.0,0.0,1
60,0,2,0.0,0.0,1
120,0,0,72.0,1.0,1
60,0,0,0.0,0.0,1
120,0,0,71.0,1.0,1
60,0,2,0.0,0.0,1
120,0,2,65.0,8.0,1
120,0,0,0.0,0.0,1
120,0,0,78.28571428571429,7.0,0
120,0,0,81.16666666666667,6.0,0
60,0,0,68.85714285714286,7.0,0
60,0,1,85.85714285714286,7.0,0
60,0,1,81.57142857142857,7.0,0
60,0,0,0.0,0.0,1
180,0,3,0.0,0.0,1
90,0,2,54.42857142857143,7.0,1
60,0,2,0.0,0.0,1
90,0,0,57.0,2.0,1
60,0,0,66.0,4.0,1
90,0,0,70.28571428571429,7.0,0
60,0,0,0.0,0.0,1
90,0,0,57.5,4.0,1
120,0,2,59.5,2.0,1
90,0,0,84.15384615384616,13.0,0
